TX_ACCESSION	SYMBOL
ENST00000619355.1	AC242376.2
ENST00000619355.1	HERC2P11
ENST00000619373.4	FAM156B
ENST00000619373.4	FAM156A
ENST00000619466.2	H2BC9
ENST00000619466.2	HIST1H2BH
ENST00000619518.4	FAM156B
ENST00000619518.4	FAM156A
ENST00000619529.1	CCDC200
ENST00000619529.1	LINC00854
ENST00000619537.4	FP236240.1
ENST00000619537.4	CRYAA
ENST00000619561.1	AC145285.7
ENST00000619561.1	AC145285.8
ENST00000619586.4	FAM156B
ENST00000619586.4	FAM156A
ENST00000619661.2	PRAMEF26
ENST00000619661.2	PRAMEF25
ENST00000619693.1	AC012314.10
ENST00000619693.1	AC012314.13
ENST00000619964.1	AP005212.2
ENST00000619964.1	AP005212.3
ENST00000619970.1	REXO1L6P
ENST00000619970.1	REXO1L2P
ENST00000619989.1	CCL3L1
ENST00000619989.1	CCL3L3
ENST00000620011.4	GOLGA8DP
ENST00000620011.4	GOLGA8EP
ENST00000620015.4	GATD3B
ENST00000620015.4	FP565260.6
ENST00000620016.1	H2AFB1
ENST00000620016.1	H2AB2
ENST00000620028.1	AL109811.4
ENST00000620028.1	AL109811.3
ENST00000620065.4	U2AF1L5
ENST00000620065.4	U2AF1
ENST00000620141.4	AC245595.1
ENST00000620141.4	AC245595.2
ENST00000620215.2	TBC1D3
ENST00000620215.2	TBC1D3E
ENST00000620247.1	TBC1D3K
ENST00000620247.1	TBC1D3
ENST00000620250.1	CCL4L1
ENST00000620250.1	CCL4L2
ENST00000620320.4	SSX4
ENST00000620320.4	SSX4B
ENST00000620370.1	AL512638.3
ENST00000620370.1	AL512638.2
ENST00000620438.1	H2BU1
ENST00000620438.1	HIST3H2BB
ENST00000620458.1	HIST2H2BF
ENST00000620458.1	H2BC18
ENST00000620481.4	FP565260.3
ENST00000620481.4	ICOSLG
ENST00000620483.4	SEPT8
ENST00000620483.4	SEPTIN8
ENST00000620524.3	CCN6
ENST00000620524.3	WISP3
ENST00000620576.4	CCL4L1
ENST00000620576.4	CCL4L2
ENST00000620610.1	AC100756.3
ENST00000620610.1	GOLGA6L22
ENST00000620631.4	GTF2I
ENST00000620645.1	CIBAR1
ENST00000620645.1	FAM92A
ENST00000620651.4	MKL1
ENST00000620651.4	MRTFA
ENST00000620688.2	ELOA3C
ENST00000620710.4	MAGEA2
ENST00000620710.4	MAGEA2B
ENST00000620725.1	DAZ4
ENST00000620725.1	DAZ1
ENST00000620804.1	RIMBP3C
ENST00000620804.1	RIMBP3B
ENST00000620897.4	C7orf49
ENST00000620897.4	CYREN
ENST00000621014.1	C4orf22
ENST00000621014.1	CFAP299
ENST00000621022.1	AC092634.7
ENST00000621022.1	AC092634.6
ENST00000621033.1	LINC01145
ENST00000621033.1	AC241585.2
ENST00000621034.1	TBC1D3I
ENST00000621034.1	TBC1D3H
ENST00000621053.1	AL021997.3
ENST00000621053.1	ZSCAN26
ENST00000621112.1	HIST1H2BM
ENST00000621112.1	H2BC14
ENST00000621179.5	GSTT4
ENST00000621179.5	GSTTP1
ENST00000621234.4	GUCY1A3
ENST00000621234.4	GUCY1A1
ENST00000621237.1	C5orf56
ENST00000621237.1	IRF1-AS1
ENST00000621242.1	SNHG28
ENST00000621361.4	DUXAP9
ENST00000621361.4	DUXAP10
ENST00000621430.1	AC233724.12
ENST00000621430.1	AC233724.15
ENST00000621574.1	AC004706.3
ENST00000621574.1	ALOX15P1
ENST00000621587.1	TBC1D3E
ENST00000621587.1	TBC1D3H
ENST00000621615.1	SPPL2B
ENST00000621615.1	AC005258.1
ENST00000621626.1	CCL4L1
ENST00000621626.1	CCL4
ENST00000621798.4	LINC01145
ENST00000621798.4	AC241585.2
ENST00000621802.1	Z98752.3
ENST00000621802.1	SGK2
ENST00000621907.1	GAGE2E
ENST00000621907.1	GAGE12B
ENST00000621921.2	RFPL3S
ENST00000622033.4	AC138393.1
ENST00000622033.4	SEPTIN7P13
ENST00000622095.1	AC239859.6
ENST00000622095.1	LSP1P5
ENST00000622108.1	AL109811.4
ENST00000622108.1	AL109811.3
ENST00000622156.1	REXO1L2P
ENST00000622156.1	REXO1L12P
ENST00000622170.1	AC106872.11
ENST00000622170.1	AC106872.12
ENST00000622187.4	ANKRD20A3
ENST00000622187.4	ANKRD20A2P
ENST00000622197.4	FAM156B
ENST00000622197.4	FAM156A
ENST00000622206.1	TBC1D3C
ENST00000622206.1	TBC1D3D
ENST00000622211.4	ALG9
ENST00000622211.4	AP001781.3
ENST00000622217.1	APOBEC3D
ENST00000622217.1	AL022318.4
ENST00000622269.1	NGRN
ENST00000622269.1	AC091167.7
ENST00000622280.1	TBC1D3B
ENST00000622280.1	TBC1D3D
ENST00000622353.4	FGFR1OP
ENST00000622353.4	CEP43
ENST00000622400.1	ACBD6
ENST00000622400.1	LHX4-AS1
ENST00000622403.1	ATP5A1P10
ENST00000622403.1	ATP5F1AP10
ENST00000622447.4	FAM156B
ENST00000622447.4	FAM156A
ENST00000622519.4	SRCIN1
ENST00000622550.2	AL133216.2
ENST00000622550.2	LINC00999
ENST00000622749.1	F8A1
ENST00000622749.1	F8A3
ENST00000622756.1	AC126755.5
ENST00000622756.1	AC126755.4
ENST00000622877.4	ARL17B
ENST00000622877.4	ARL17A
ENST00000622901.1	AC127381.3
ENST00000622901.1	AC127381.2
ENST00000622915.1	FP565260.6
ENST00000622915.1	GATD3A
ENST00000622933.1	FUT7
ENST00000622933.1	AL807752.6
ENST00000623004.1	AL096814.1
ENST00000623004.1	GUCA1A
ENST00000623042.1	TP53TG3B
ENST00000623042.1	TP53TG3F
ENST00000623065.1	AC005086.4
ENST00000623065.1	AC005086.5
ENST00000623083.4	FO538757.1
ENST00000623083.4	WASH9P
ENST00000623119.1	PLAC4
ENST00000623146.2	SETD8P1
ENST00000623146.2	KMT5AP1
ENST00000623171.1	TMEM5
ENST00000623171.1	RXYLT1
ENST00000623182.1	CR392039.3
ENST00000623182.1	CR392039.2
ENST00000623201.1	CR392039.5
ENST00000623201.1	CR392039.6
ENST00000623217.1	CR392039.1
ENST00000623217.1	CR392039.2
ENST00000623253.4	CD99
ENST00000623286.1	OR8U3
ENST00000623286.1	OR5R1
ENST00000623376.3	TISP43
ENST00000623376.3	PRSS40A
ENST00000623390.1	FP565260.6
ENST00000623390.1	GATD3A
ENST00000623407.1	AC244517.6
ENST00000623416.2	AC011477.1
ENST00000623416.2	ZNF56
ENST00000623438.3	MAGEA2
ENST00000623438.3	MAGEA2B
ENST00000623476.2	FP565260.2
ENST00000623476.2	GATD3B
ENST00000623491.1	TP53TG3E
ENST00000623491.1	TP53TG3
ENST00000623518.1	CU634019.5
ENST00000623518.1	CU634019.4
ENST00000623550.1	B2M
ENST00000623550.1	MIR10393
ENST00000623589.1	LINC02881
ENST00000623589.1	C10orf142
ENST00000623617.2	RAB6D
ENST00000623617.2	WTH3DI
ENST00000623626.1	SLC25A51P4
ENST00000623626.1	AC090099.1
ENST00000623630.1	ACTR3BP2
ENST00000623630.1	AC137499.2
ENST00000623703.3	WRB
ENST00000623703.3	GET1
ENST00000623744.1	FP565260.7
ENST00000623744.1	FP565260.6
ENST00000623799.1	YY1
ENST00000623799.1	MIR6764
ENST00000623806.3	MAGEA2
ENST00000623806.3	MAGEA2B
ENST00000623810.2	GATD3A
ENST00000623810.2	FP565260.6
ENST00000623874.1	XKRY2
ENST00000623874.1	XKRY
ENST00000623882.3	GDF1
ENST00000623882.3	CERS1
ENST00000623884.1	AC244517.6
ENST00000623912.3	TCP11X1
ENST00000623912.3	TCP11X2
ENST00000623927.1	GDF1
ENST00000623927.1	CERS1
ENST00000623929.1	AC018692.3
ENST00000623929.1	LINC01667
ENST00000623939.3	CBS
ENST00000623939.3	CBSL
ENST00000623998.1	FP565260.7
ENST00000623998.1	FP565260.6
ENST00000624001.2	FAM230A
ENST00000624019.3	FP236240.1
ENST00000624019.3	CRYAA2
ENST00000624077.1	CU639417.1
ENST00000624077.1	SIK1B
ENST00000624120.3	GATD3A
ENST00000624120.3	FP565260.6
ENST00000624153.1	CU634019.7
ENST00000624153.1	CU634019.6
ENST00000624173.1	CCDC28A-AS1
ENST00000624173.1	GVQW2
ENST00000624353.1	FP236240.3
ENST00000624353.1	FP236240.4
ENST00000624406.3	CBS
ENST00000624406.3	CBSL
ENST00000624431.2	FO538757.2
ENST00000624431.2	DDX11L17
ENST00000624459.2	FAM230A
ENST00000624481.4	CD99
ENST00000624648.3	GATD3A
ENST00000624648.3	FP565260.6
ENST00000624691.3	CBS
ENST00000624691.3	CBSL
ENST00000624714.3	GATD3A
ENST00000624714.3	FP565260.6
ENST00000624748.2	GATD3A
ENST00000624748.2	FP565260.6
ENST00000624810.3	FP565260.6
ENST00000624810.3	GATD3A
ENST00000624824.1	AC112497.2
ENST00000624824.1	AC112497.1
ENST00000624901.1	FP236240.1
ENST00000624901.1	CRYAA2
ENST00000624932.1	FP236240.1
ENST00000624932.1	CRYAA2
ENST00000624939.1	AC005086.3
ENST00000624939.1	AC005086.2
ENST00000624951.1	SMIM34A
ENST00000624951.1	SMIM34B
ENST00000624968.1	CR392039.5
ENST00000624968.1	CR392039.4
ENST00000624984.1	AC005086.4
ENST00000624984.1	AC005086.3
ENST00000625036.3	GATD3A
ENST00000625036.3	FP565260.6
ENST00000625047.3	FUT7
ENST00000625047.3	AL807752.6
ENST00000625113.1	FAM212B
ENST00000625113.1	AL049557.1
ENST00000625191.3	C5orf60
ENST00000625258.1	POLR3GL
ENST00000625258.1	AC243547.3
ENST00000625458.1	MTRES1
ENST00000625458.1	C6orf203
ENST00000625461.1	KIFBP
ENST00000625461.1	KIF1BP
ENST00000625619.1	AC087632.1
ENST00000625619.1	PCLAF
ENST00000625854.1	BLACAT1
ENST00000625854.1	LEMD1
ENST00000625906.1	AC068724.2
ENST00000625906.1	AC068724.3
ENST00000626068.2	UBE3A
ENST00000626210.1	TARS
ENST00000626210.1	TARS1
ENST00000626319.2	CTSLP3
ENST00000626319.2	CTSLP2
ENST00000626454.1	RARS1
ENST00000626454.1	RARS
ENST00000626493.1	KIFBP
ENST00000626493.1	KIF1BP
ENST00000626808.2	ST5
ENST00000626808.2	DENND2B
ENST00000626934.1	HERC2P7
ENST00000626934.1	AC100757.4
ENST00000627006.2	TARS
ENST00000627006.2	TARS1
ENST00000627059.2	AC093512.2
ENST00000627059.2	ALDOA
ENST00000627121.2	IARS
ENST00000627121.2	IARS1
ENST00000627264.1	BBS9
ENST00000627377.1	PWWP3A
ENST00000627377.1	MUM1
ENST00000627489.1	GARS1
ENST00000627489.1	GARS
ENST00000627608.1	WARS
ENST00000627608.1	WARS1
ENST00000627615.1	LACC1
ENST00000627615.1	AL512506.3
ENST00000627740.1	PROKR1
ENST00000627740.1	APLF
ENST00000627949.3	KIFBP
ENST00000627949.3	KIF1BP
ENST00000628156.1	DYNLT2
ENST00000628156.1	TCTE3
ENST00000628696.2	SMN2
ENST00000628696.2	SMN1
ENST00000628708.1	CTSLP3
ENST00000628708.1	CTSLP2
ENST00000628866.2	MARS
ENST00000628866.2	MARS1
ENST00000628927.1	IGHV1OR15-3
ENST00000628927.1	AC135068.9
ENST00000629029.1	CTSLP3
ENST00000629029.1	CTSLP2
ENST00000629113.1	BLACAT1
ENST00000629113.1	LEMD1
ENST00000629253.1	FAM92B
ENST00000629253.1	CIBAR2
ENST00000629263.2	CRACD
ENST00000629263.2	KIAA1211
ENST00000629550.2	NF1P2
ENST00000629550.2	NF1P9
ENST00000629685.2	AC013394.1
ENST00000629685.2	CHD2
ENST00000629688.1	DRG1
ENST00000629688.1	SFI1
ENST00000630556.1	IGHV1OR15-1
ENST00000630556.1	AC135068.8
ENST00000630571.2	MARS
ENST00000630571.2	MARS1
ENST00000630607.2	UBE3A
ENST00000630636.1	POLR3GL
ENST00000630636.1	AC243547.3
ENST00000630790.1	AC013394.1
ENST00000630790.1	CHD2
ENST00000630803.1	MARS
ENST00000630803.1	MARS1
ENST00000631040.2	NRG1
ENST00000631420.1	LIMS4
ENST00000631420.1	LIMS3
ENST00000631941.2	PAPD7
ENST00000631941.2	TENT4A
ENST00000632397.1	SEPTIN14P19
ENST00000632397.1	SEPT14P19
ENST00000632593.1	ESPN
ENST00000633205.1	SEPTIN14P19
ENST00000633205.1	SEPT14P19
ENST00000633364.1	LIMS4
ENST00000633364.1	LIMS3
ENST00000633513.1	CYP3A7-CYP3A51P
ENST00000633513.1	CYP3A51P
ENST00000634020.1	FP565260.1
ENST00000634021.1	FP565260.1
ENST00000634242.1	TAFA4
ENST00000634242.1	FAM19A4
ENST00000634247.1	MIR3654
ENST00000634247.1	AC008038.1
ENST00000634251.1	AC087632.1
ENST00000634251.1	CSNK1G1
ENST00000634283.1	AL137790.2
ENST00000634283.1	AL137790.1
ENST00000634317.1	GTF2IP12
ENST00000634317.1	LINC01061
ENST00000634318.1	AC087632.1
ENST00000634318.1	CSNK1G1
ENST00000634336.1	QARS
ENST00000634336.1	QARS1
ENST00000634353.1	AL161669.4
ENST00000634353.1	LBHD2
ENST00000634359.1	QARS1
ENST00000634359.1	QARS
ENST00000634384.2	AC134772.2
ENST00000634384.2	ATRIP
ENST00000634386.1	CD55
ENST00000634394.1	AC004706.3
ENST00000634394.1	ALOX15P1
ENST00000634425.1	QARS
ENST00000634425.1	QARS1
ENST00000634432.1	QARS1
ENST00000634432.1	QARS
ENST00000634473.1	QARS1
ENST00000634473.1	QARS
ENST00000634478.1	AC004706.3
ENST00000634478.1	ALOX15P1
ENST00000634527.1	QARS1
ENST00000634527.1	QARS
ENST00000634529.1	AC087632.1
ENST00000634529.1	PCLAF
ENST00000634531.1	AC007241.1
ENST00000634531.1	FAM41AY1
ENST00000634538.1	AC087632.1
ENST00000634538.1	CSNK1G1
ENST00000634542.1	MFRP
ENST00000634542.1	C1QTNF5
ENST00000634549.1	AC245100.4
ENST00000634549.1	PDE4DIPP6
ENST00000634558.1	AC004706.3
ENST00000634558.1	ALOX15P1
ENST00000634591.1	SEPT7
ENST00000634591.1	SEPTIN7
ENST00000634600.1	SEPT7
ENST00000634600.1	SEPTIN7
ENST00000634602.1	QARS
ENST00000634602.1	QARS1
ENST00000634609.1	QARS1
ENST00000634609.1	QARS
ENST00000634610.1	LINC00694
ENST00000634610.1	C3orf86
ENST00000634617.1	AC116618.1
ENST00000634617.1	FRG1GP
ENST00000634638.1	AC245100.4
ENST00000634638.1	PDE4DIPP6
ENST00000634646.1	AC004706.3
ENST00000634646.1	ALOX15P1
ENST00000634700.1	SEPT7
ENST00000634700.1	SEPTIN7
ENST00000634724.1	QARS1
ENST00000634724.1	QARS
ENST00000634802.1	QARS1
ENST00000634802.1	QARS
ENST00000634823.1	AC004706.3
ENST00000634823.1	ALOX15P1
ENST00000634847.2	AC087632.1
ENST00000634847.2	CSNK1G1
ENST00000634927.1	HJV
ENST00000634927.1	HFE2
ENST00000634953.1	QARS1
ENST00000634953.1	QARS
ENST00000635008.1	AL606534.2
ENST00000635008.1	SEPTIN14P21
ENST00000635020.1	AL691447.3
ENST00000635020.1	PTMAP12
ENST00000635047.1	SEPT7
ENST00000635047.1	SEPTIN7
ENST00000635052.1	QARS
ENST00000635052.1	QARS1
ENST00000635160.1	AC087632.1
ENST00000635160.1	CSNK1G1
ENST00000635168.1	FBXL21
ENST00000635168.1	FBXL21P
ENST00000635172.1	SEPT7
ENST00000635172.1	SEPTIN7
ENST00000635175.1	SEPT7
ENST00000635175.1	SEPTIN7
ENST00000635194.1	QARS1
ENST00000635194.1	QARS
ENST00000635200.1	AL031777.3
ENST00000635200.1	H3C4
ENST00000635231.1	QARS
ENST00000635231.1	QARS1
ENST00000635278.1	QARS
ENST00000635278.1	QARS1
ENST00000635292.1	QARS1
ENST00000635292.1	QARS
ENST00000635320.1	AC087632.1
ENST00000635320.1	PCLAF
ENST00000635343.1	FAM41AY1
ENST00000635343.1	AC015978.1
ENST00000635375.1	QARS1
ENST00000635375.1	QARS
ENST00000635413.1	AC087632.1
ENST00000635413.1	CSNK1G1
ENST00000635420.1	SEPT7
ENST00000635420.1	SEPTIN7
ENST00000635443.1	QARS
ENST00000635443.1	QARS1
ENST00000635464.1	AC134772.2
ENST00000635464.1	ATRIP
ENST00000635493.1	AC245100.4
ENST00000635493.1	PDE4DIPP6
ENST00000635494.1	QARS1
ENST00000635494.1	QARS
ENST00000635501.1	QARS1
ENST00000635501.1	QARS
ENST00000635511.1	AC087632.1
ENST00000635511.1	CSNK1G1
ENST00000635541.1	QARS1
ENST00000635541.1	QARS
ENST00000635547.1	AC133561.4
ENST00000635547.1	AC133561.5
ENST00000635554.1	PDCL3P2
ENST00000635554.1	AP001206.1
ENST00000635557.1	AL669831.6
ENST00000635557.1	FAM41C
ENST00000635587.1	AC245100.4
ENST00000635587.1	PDE4DIPP6
ENST00000635593.1	AC087632.1
ENST00000635593.1	CSNK1G1
ENST00000635605.1	AC087632.1
ENST00000635605.1	CSNK1G1
ENST00000635622.1	QARS1
ENST00000635622.1	QARS
ENST00000635641.1	AL031777.3
ENST00000635641.1	H3C4
ENST00000635667.1	FRG1FP
ENST00000635667.1	CU459211.1
ENST00000635669.1	SEPT7
ENST00000635669.1	SEPTIN7
ENST00000635704.1	AC087632.1
ENST00000635704.1	CSNK1G1
ENST00000635773.1	KBTBD11-OT1
ENST00000635773.1	ARHGEF10
ENST00000635779.1	KIFBP
ENST00000635779.1	KIF1BP
ENST00000635788.1	AC099654.7
ENST00000635788.1	AC099654.6
ENST00000635814.1	AC005865.1
ENST00000635814.1	AC005865.2
ENST00000635838.1	AC001226.2
ENST00000635838.1	CLN5
ENST00000635855.1	KBTBD11-OT1
ENST00000635855.1	ARHGEF10
ENST00000635874.1	AL160396.2
ENST00000635874.1	CFAP97D2
ENST00000635887.1	CLN3
ENST00000635887.1	AC138894.1
ENST00000635932.1	RNF227
ENST00000635932.1	LINC02581
ENST00000635934.1	KIAA1107
ENST00000635934.1	AC104836.1
ENST00000635939.1	AC068620.4
ENST00000635939.1	AC068620.3
ENST00000635962.1	AL390726.6
ENST00000635962.1	AL390726.5
ENST00000635971.1	KIFBP
ENST00000635971.1	KIF1BP
ENST00000635974.1	AL160396.2
ENST00000635974.1	CFAP97D2
ENST00000635976.1	SMIM39
ENST00000635976.1	AC009477.2
ENST00000635992.1	ZCWPW2
ENST00000635992.1	AC098650.1
ENST00000636006.1	CRACD
ENST00000636006.1	KIAA1211
ENST00000636017.1	CLN3
ENST00000636017.1	AC138894.1
ENST00000636018.1	QARS1
ENST00000636018.1	QARS
ENST00000636024.1	AC068547.1
ENST00000636024.1	ARL5A
ENST00000636043.1	DPCR1
ENST00000636043.1	MUCL3
ENST00000636053.1	AC012442.3
ENST00000636053.1	VINAC1P
ENST00000636076.1	AL390726.6
ENST00000636076.1	AL390726.5
ENST00000636078.1	CLN3
ENST00000636078.1	AC138894.1
ENST00000636166.1	AC104452.1
ENST00000636166.1	AMT
ENST00000636175.1	KBTBD11-OT1
ENST00000636175.1	ARHGEF10
ENST00000636177.1	U2AF1L5
ENST00000636177.1	U2AF1
ENST00000636200.1	KIFBP
ENST00000636200.1	KIF1BP
ENST00000636204.1	AC104452.1
ENST00000636204.1	AMT
ENST00000636216.1	JAKMIP1
ENST00000636216.1	AC092442.1
ENST00000636296.1	LITAFD
ENST00000636296.1	AC022167.5
ENST00000636331.1	CCDC200
ENST00000636331.1	LINC00854
ENST00000636341.1	WDR87BP
ENST00000636341.1	AC016582.1
ENST00000636397.1	CTSD
ENST00000636397.1	AC068580.4
ENST00000636403.1	U2AF1L5
ENST00000636403.1	U2AF1
ENST00000636461.1	AC104452.1
ENST00000636461.1	NICN1
ENST00000636462.1	PDE4DIPP4
ENST00000636462.1	AC241377.2
ENST00000636465.1	IRAG2
ENST00000636465.1	LRMP
ENST00000636468.1	LINC00694
ENST00000636468.1	C3orf86
ENST00000636487.1	MTND6P29
ENST00000636487.1	AC099654.6
ENST00000636503.1	CLN3
ENST00000636503.1	AC138894.1
ENST00000636510.1	AC091948.2
ENST00000636510.1	AC091948.1
ENST00000636515.1	LYPD9P
ENST00000636515.1	CR589904.1
ENST00000636532.1	FAM236D
ENST00000636532.1	FAM236C
ENST00000636557.1	AC005865.1
ENST00000636557.1	AC005865.2
ENST00000636579.1	IFITM10
ENST00000636579.1	AC068580.4
ENST00000636589.1	AC245369.8
ENST00000636589.1	AC245369.1
ENST00000636615.1	CTSD
ENST00000636615.1	AC068580.4
ENST00000636634.1	AC083865.1
ENST00000636634.1	GPR141BP
ENST00000636653.1	SEPTIN7P11
ENST00000636653.1	AC109635.4
ENST00000636669.1	QARS1
ENST00000636669.1	QARS
ENST00000636675.1	HJV
ENST00000636675.1	HFE2
ENST00000636692.1	AL160396.2
ENST00000636692.1	CFAP97D2
ENST00000636699.1	CNTNAP3C
ENST00000636699.1	BX088645.1
ENST00000636730.1	AC068620.4
ENST00000636730.1	AC068620.3
ENST00000636742.1	AC012442.3
ENST00000636742.1	VINAC1P
ENST00000636744.1	AL390961.1
ENST00000636744.1	SELENOOLP
ENST00000636756.1	ANKRD18A
ENST00000636756.1	FAM95C
ENST00000636766.1	CLN3
ENST00000636766.1	AC138894.1
ENST00000636805.1	KIAA1107
ENST00000636805.1	AC104836.1
ENST00000636851.1	AC116353.5
ENST00000636851.1	AC116353.6
ENST00000636866.1	CLN3
ENST00000636866.1	AC138894.1
ENST00000636897.2	IGHVII-31-1
ENST00000636897.2	IGHVII-30-21
ENST00000636941.1	TCAF2
ENST00000636941.1	AC073264.3
ENST00000636973.1	AC090897.3
ENST00000636973.1	AC090897.2
ENST00000637024.1	FP565324.1
ENST00000637024.1	C13orf46
ENST00000637027.1	AC010487.3
ENST00000637027.1	AC010487.4
ENST00000637031.1	U2AF1L5
ENST00000637031.1	U2AF1
ENST00000637054.1	AC107871.1
ENST00000637054.1	CALML4
ENST00000637055.1	AC099654.8
ENST00000637055.1	AC099654.9
ENST00000637084.1	SMIM38
ENST00000637084.1	TPCN2
ENST00000637088.1	AC104452.1
ENST00000637088.1	NICN1
ENST00000637101.1	KIFBP
ENST00000637101.1	KIF1BP
ENST00000637104.1	KIFBP
ENST00000637104.1	KIF1BP
ENST00000637112.1	AC244452.4
ENST00000637112.1	AC244452.3
ENST00000637113.1	QARS
ENST00000637113.1	QARS1
ENST00000637142.1	AC241584.2
ENST00000637142.1	NBPF13P
ENST00000637148.1	AC127526.5
ENST00000637148.1	AC127526.3
ENST00000637160.1	ITFG2-AS1
ENST00000637160.1	AC092471.1
ENST00000637192.1	AC001226.2
ENST00000637192.1	CLN5
ENST00000637224.1	AC068547.1
ENST00000637224.1	CACNB4
ENST00000637233.1	AC020915.4
ENST00000637233.1	AC020915.6
ENST00000637237.1	LITAFD
ENST00000637237.1	AC022167.5
ENST00000637269.1	AC002429.2
ENST00000637281.1	QARS1
ENST00000637281.1	QARS
ENST00000637283.1	AL138826.1
ENST00000637299.1	CLN3
ENST00000637299.1	AC138894.1
ENST00000637310.1	AC020915.6
ENST00000637310.1	ZNF544
ENST00000637323.1	KIFBP
ENST00000637323.1	KIF1BP
ENST00000637344.1	AC007671.2
ENST00000637344.1	SULT6B2P
ENST00000637376.1	CLN3
ENST00000637376.1	AC138894.1
ENST00000637378.1	CLN3
ENST00000637378.1	AC138894.1
ENST00000637412.1	MIR570HG
ENST00000637412.1	AC233280.20
ENST00000637420.1	KIFBP
ENST00000637420.1	KIF1BP
ENST00000637442.1	AC104452.1
ENST00000637442.1	AMT
ENST00000637488.2	AC112484.1
ENST00000637488.2	CFAP92
ENST00000637505.1	AC114296.1
ENST00000637529.1	AC005865.1
ENST00000637529.1	AC005865.2
ENST00000637543.1	QARS1
ENST00000637543.1	QARS
ENST00000637559.1	AC068547.1
ENST00000637559.1	CACNB4
ENST00000637576.1	AC116353.5
ENST00000637576.1	AC116353.6
ENST00000637601.1	PDE4DIPP2
ENST00000637601.1	AC241952.1
ENST00000637610.1	AL357673.1
ENST00000637610.1	CDCP2
ENST00000637612.1	LINC00694
ENST00000637612.1	C3orf86
ENST00000637697.1	Z97988.2
ENST00000637697.1	Z97988.1
ENST00000637712.1	AL034408.1
ENST00000637712.1	PFN5P
ENST00000637731.1	AL138694.1
ENST00000637738.1	KIFBP
ENST00000637738.1	KIF1BP
ENST00000637745.1	CLN3
ENST00000637745.1	AC138894.1
ENST00000637757.1	AC099654.7
ENST00000637757.1	AC099654.8
ENST00000637760.1	AL390726.6
ENST00000637760.1	AL390726.5
ENST00000637768.1	AC004381.3
ENST00000637768.1	AC004381.2
ENST00000637807.1	AC019117.3
ENST00000637807.1	AHR
ENST00000637854.1	MIEF1
ENST00000637854.1	AL022312.1
ENST00000637859.1	SLC26A10
ENST00000637864.1	MFSD14C
ENST00000637885.1	AC007368.1
ENST00000637885.1	AC005885.1
ENST00000637888.1	AC107871.1
ENST00000637888.1	CALML4
ENST00000637908.1	QARS1
ENST00000637908.1	QARS
ENST00000637929.1	LITAFD
ENST00000637929.1	AC022167.5
ENST00000638014.1	AC104452.1
ENST00000638014.1	NICN1
ENST00000638018.1	OPN3
ENST00000638018.1	CHML
ENST00000638026.1	AC107871.1
ENST00000638026.1	CALML4
ENST00000638036.1	CLN3
ENST00000638036.1	AC138894.1
ENST00000638066.1	AL117339.1
ENST00000638066.1	CCNYL4
ENST00000638079.1	AC104452.1
ENST00000638079.1	AMT
ENST00000638101.1	AC001226.2
ENST00000638101.1	CLN5
ENST00000638115.1	AC104452.1
ENST00000638115.1	NICN1
ENST00000638119.1	KIFBP
ENST00000638119.1	KIF1BP
ENST00000638121.1	OPN3
ENST00000638121.1	CHML
ENST00000638148.1	AC116353.5
ENST00000638148.1	AC116353.6
ENST00000638160.1	OPN3
ENST00000638160.1	CHML
ENST00000638192.1	GCSH
ENST00000638192.1	AC092718.8
ENST00000638217.1	LINC01145
ENST00000638217.1	AC241585.2
ENST00000638408.1	AC106774.7
ENST00000638408.1	TAF11L4
ENST00000638483.1	TAF11L5
ENST00000638483.1	AC106774.6
ENST00000638504.1	RAD50
ENST00000638504.1	AC116366.3
ENST00000638599.1	AC099654.13
ENST00000638599.1	AC099654.14
ENST00000638617.1	AC004922.1
ENST00000638617.1	ARPC1B
ENST00000638668.1	AC106774.9
ENST00000638668.1	TAF11L3
ENST00000638741.1	CSAG2
ENST00000638741.1	CSAG3
ENST00000638749.1	IQCJ-SCHIP1
ENST00000638749.1	SCHIP1
ENST00000638767.1	AP001273.2
ENST00000638767.1	MED17
ENST00000638779.1	SLC35A3
ENST00000638779.1	AC118553.2
ENST00000638792.1	MFSD14A
ENST00000638792.1	AC118553.2
ENST00000638794.1	SMN2
ENST00000638794.1	SMN1
ENST00000638842.1	TAF11L10
ENST00000638842.1	AC233724.20
ENST00000638857.1	AC099654.11
ENST00000638857.1	AC099654.10
ENST00000638880.1	AC092017.3
ENST00000638880.1	KCNH1
ENST00000638948.1	AC092718.3
ENST00000638948.1	C16orf46
ENST00000638968.1	MFSD14A
ENST00000638968.1	AC118553.2
ENST00000638983.1	AL590132.1
ENST00000638983.1	KCNH1
ENST00000638994.1	GSTM4
ENST00000638994.1	GSTM2
ENST00000639004.1	FAM49B
ENST00000639004.1	CYRIB
ENST00000639028.1	GAGE12F
ENST00000639028.1	GAGE12D
ENST00000639030.1	AP002383.4
ENST00000639030.1	AP002383.3
ENST00000639037.1	MFSD14A
ENST00000639037.1	AC118553.2
ENST00000639040.1	MFSD14A
ENST00000639040.1	AC118553.2
ENST00000639073.1	TAF11L13
ENST00000639073.1	AC233724.17
ENST00000639081.1	AC106774.8
ENST00000639081.1	TAF11L2
ENST00000639171.1	MFSD14A
ENST00000639171.1	AC118553.2
ENST00000639224.1	TIMM10B
ENST00000639224.1	AC084337.2
ENST00000639271.1	PLA2G16
