TX_ACCESSION	SYMBOL
ENST00000372552.1	MUM1L1
ENST00000372552.1	PWWP3B
ENST00000372715.6	DYNC2I2
ENST00000372715.6	WDR34
ENST00000372803.5	NXF5
ENST00000372865.4	CCN5
ENST00000372865.4	WISP2
ENST00000372868.6	CCN5
ENST00000372868.6	WISP2
ENST00000372963.2	GUCA1ANB
ENST00000372963.2	AL096814.1
ENST00000373314.7	NIBAN2
ENST00000373314.7	FAM129B
ENST00000373477.8	YARS
ENST00000373477.8	YARS1
ENST00000373518.1	NAP1L6
ENST00000373518.1	NAP1L6P
ENST00000373532.7	DMRTC1
ENST00000373532.7	DMRTC1B
ENST00000373784.6	ZNF365
ENST00000373793.3	GGTA1P
ENST00000373793.3	GGTA1
ENST00000373852.9	C20orf24
ENST00000373852.9	RAB5IF
ENST00000374016.5	DEC1
ENST00000374016.5	DELEC1
ENST00000374021.1	ILRUN
ENST00000374021.1	C6orf106
ENST00000374026.7	ILRUN
ENST00000374026.7	C6orf106
ENST00000374148.1	C10orf128
ENST00000374148.1	TMEM273
ENST00000374151.7	C10orf128
ENST00000374151.7	TMEM273
ENST00000374156.8	C10orf128
ENST00000374156.8	TMEM273
ENST00000374174.1	MAPK8
ENST00000374283.5	SHOC1
ENST00000374283.5	C9orf84
ENST00000374287.7	SHOC1
ENST00000374287.7	C9orf84
ENST00000374375.1	GDF5-AS1
ENST00000374375.1	GDF5OS
ENST00000374383.1	KIAA0368
ENST00000374383.1	ECPAS
ENST00000374487.6	HMGCL
ENST00000374525.5	AKAP2
ENST00000374525.5	PALM2AKAP2
ENST00000374530.7	PALM2-AKAP2
ENST00000374530.7	PALM2AKAP2
ENST00000374531.6	PALM2
ENST00000374531.6	PALM2AKAP2
ENST00000374555.7	MDS2
ENST00000374624.7	ABITRAM
ENST00000374624.7	FAM206A
ENST00000374663.1	CELA3A
ENST00000374666.1	CELA3B
ENST00000374847.5	TMEM246
ENST00000374847.5	PGAP4
ENST00000374851.1	TMEM246
ENST00000374851.1	PGAP4
ENST00000375007.8	TSBP1
ENST00000375007.8	C6orf10
ENST00000375015.8	TSBP1
ENST00000375015.8	C6orf10
ENST00000375095.2	TMEM136
ENST00000375095.2	TLCD5
ENST00000375155.7	SLC66A1
ENST00000375155.7	PQLC2
ENST00000375315.6	AOPEP
ENST00000375315.6	C9orf3
ENST00000375520.4	C10orf126
ENST00000375600.5	XAGE1B
ENST00000375600.5	XAGE1A
ENST00000375612.8	XAGE1B
ENST00000375612.8	XAGE1A
ENST00000375618.8	HOATZ
ENST00000375618.8	C11orf88
ENST00000375627.1	IARS
ENST00000375627.1	IARS1
ENST00000375633.5	SNHG32
ENST00000375633.5	C6orf48
ENST00000375635.6	SNHG32
ENST00000375635.6	C6orf48
ENST00000375638.7	SNHG32
ENST00000375638.7	C6orf48
ENST00000375640.7	SNHG32
ENST00000375640.7	C6orf48
ENST00000375641.6	SNHG32
ENST00000375641.6	C6orf48
ENST00000375642.6	SNHG32
ENST00000375642.6	C6orf48
ENST00000375643.7	IARS1
ENST00000375643.7	IARS
ENST00000375850.3	C9orf47
ENST00000375880.6	LY6G5B
ENST00000375880.6	AL662899.2
ENST00000375922.8	TTLL9
ENST00000375926.5	ARGLU1
ENST00000375947.1	ZCCHC6
ENST00000375947.1	TUT7
ENST00000375948.2	ZCCHC6
ENST00000375948.2	TUT7
ENST00000375954.1	ERCC5
ENST00000375957.5	ZCCHC6
ENST00000375957.5	TUT7
ENST00000375960.6	ZCCHC6
ENST00000375960.6	TUT7
ENST00000376177.6	DDX39B
ENST00000376177.6	ATP6V1G2-DDX39B
ENST00000376248.1	GAD2
ENST00000376358.4	PRAF2
ENST00000376358.4	WDR45
ENST00000376403.5	FAM182B
ENST00000376404.3	FAM182B
ENST00000376497.7	CLCN6
ENST00000376646.3	VPS13A
ENST00000376782.6	ZNRD1
ENST00000376782.6	POLR1H
ENST00000376785.2	ZNRD1
ENST00000376785.2	POLR1H
ENST00000376909.6	SSX9P
ENST00000376909.6	SSX9
ENST00000376932.3	SSX6
ENST00000376932.3	SSX6P
ENST00000376940.3	SPACA5B
ENST00000376940.3	SPACA5
ENST00000377043.2	TMEM2
ENST00000377043.2	CEMIP2
ENST00000377055.1	TMEM2
ENST00000377055.1	CEMIP2
ENST00000377057.5	TMEM2
ENST00000377057.5	CEMIP2
ENST00000377066.9	TMEM2
ENST00000377066.9	CEMIP2
ENST00000377349.6	CBWD5
ENST00000377349.6	CBWD3
ENST00000377401.3	H2BC13
ENST00000377401.3	HIST1H2BL
ENST00000377459.2	H2AC12
ENST00000377459.2	HIST1H2AH
ENST00000377601.2	ANKRD20A2P
ENST00000377601.2	ANKRD20A2
ENST00000377727.1	H4C8
ENST00000377727.1	HIST1H4H
ENST00000377733.3	HIST1H2BI
ENST00000377733.3	H2BC10
ENST00000377745.3	HIST1H4B
ENST00000377745.3	H4C2
ENST00000377777.5	H2BC5
ENST00000377777.5	HIST1H2BD
ENST00000377803.3	HIST1H4C
ENST00000377803.3	H4C3
ENST00000377823.1	CUBN
ENST00000377862.6	CCN4
ENST00000377862.6	WISP1
ENST00000377927.3	AC234772.1
ENST00000377927.3	MFFP3
ENST00000377930.1	PRR20B
ENST00000377930.1	PRR20E
ENST00000377931.1	PRR20E
ENST00000377931.1	PRR20A
ENST00000377934.4	DIPK2B
ENST00000377934.4	CXorf36
ENST00000378013.2	ARHGAP26
ENST00000378016.4	SSPOP
ENST00000378016.4	SSPO
ENST00000378120.5	BLACE
ENST00000378425.9	FAM213B
ENST00000378425.9	PRXL2B
ENST00000378463.5	BCOR
ENST00000378485.1	CLLU1
ENST00000378699.6	SEPT8
ENST00000378699.6	SEPTIN8
ENST00000378701.5	SEPT8
ENST00000378701.5	SEPTIN8
ENST00000378706.5	SEPT8
ENST00000378706.5	SEPTIN8
ENST00000378711.2	C2orf91
ENST00000378721.8	SEPT8
ENST00000378721.8	SEPTIN8
ENST00000378912.6	FCSK
ENST00000378912.6	FUK
ENST00000378947.7	C5orf56
ENST00000378947.7	IRF1-AS1
ENST00000378953.8	C5orf56
ENST00000378953.8	IRF1-AS1
ENST00000378966.3	CBY2
ENST00000378966.3	SPERT
ENST00000378979.8	C20orf196
ENST00000378979.8	SHLD1
ENST00000379010.3	REXO1L2P
ENST00000379010.3	REXO1L1P
ENST00000379462.3	AC009967.2
ENST00000379462.3	AC009967.1
ENST00000379571.3	MAPK6PS2
ENST00000379571.3	MAPK6P2
ENST00000379591.4	GCNT2P1
ENST00000379591.4	GCNT6
ENST00000379816.5	MT1IP
ENST00000379816.5	AC026461.4
ENST00000379822.5	C15orf59
ENST00000379822.5	INSYN1
ENST00000379915.4	AC009690.1
ENST00000379915.4	CELF6
ENST00000379999.6	FBXO18
ENST00000379999.6	FBH1
ENST00000380167.8	ATP6AP1L
ENST00000380270.3	TASOR2
ENST00000380270.3	FAM208B
ENST00000380276.6	U2AF1L5
ENST00000380276.6	U2AF1
ENST00000380290.7	FAM96A
ENST00000380290.7	CIAO2A
ENST00000380361.7	AC106886.5
ENST00000380361.7	SRCAP
ENST00000380495.8	FAM57B
ENST00000380495.8	TLCD3B
ENST00000380525.8	CARS
ENST00000380525.8	CARS1
ENST00000380593.4	TMEM239
ENST00000380593.4	AL035460.1
ENST00000380596.9	BOLA2-SMG1P6
ENST00000380596.9	BOLA2
ENST00000380685.5	C9orf92
ENST00000380707.8	SMN2
ENST00000380707.8	SMN1
ENST00000380708.5	WRB
ENST00000380708.5	GET1
ENST00000380713.7	WRB
ENST00000380713.7	GET1
ENST00000380729.7	GTF2H2C_2
ENST00000380729.7	GTF2H2C
ENST00000380741.8	SMN2
ENST00000380741.8	SMN1
ENST00000380750.7	SERF1A
ENST00000380750.7	SERF1B
ENST00000380751.9	SERF1A
ENST00000380751.9	SERF1B
ENST00000381035.8	MARCH2
ENST00000381035.8	MARCHF2
ENST00000381054.3	KIAA1551
ENST00000381054.3	RESF1
ENST00000381072.5	PFKP
ENST00000381124.9	H2AZ2
ENST00000381124.9	H2AFV
ENST00000381184.6	CD99
ENST00000381187.8	CD99
ENST00000381218.8	ZBED1
ENST00000381222.8	ZBED1
ENST00000381223.9	ZBED1
ENST00000381229.9	ASMT
ENST00000381233.8	ASMT
ENST00000381261.8	AKAP17A
ENST00000381323.7	FAM49A
ENST00000381323.7	CYRIA
ENST00000381333.9	ASMTL
ENST00000381348.4	LINC00634
ENST00000381380.3	AC073621.2
ENST00000381380.3	AC073621.1
ENST00000381469.7	IL3RA
ENST00000381489.6	DIP2C-AS1
ENST00000381489.6	PRR26
ENST00000381497.6	AC138969.1
ENST00000381497.6	PKD1P1
ENST00000381500.6	CSF2RA
ENST00000381509.8	CSF2RA
ENST00000381524.8	CSF2RA
ENST00000381529.8	CSF2RA
ENST00000381541.7	AC011604.2
ENST00000381541.7	SLCO1B7
ENST00000381566.6	CRLF2
ENST00000381567.8	CRLF2
ENST00000381568.9	APOBEC3D
ENST00000381568.9	AL022318.4
ENST00000381575.6	SHOX
ENST00000381578.6	SHOX
ENST00000381645.7	TPTEP2
ENST00000381645.7	Z98749.2
ENST00000381646.6	TPTEP2
ENST00000381646.6	Z98749.2
ENST00000381663.8	PLCXD1
ENST00000381722.1	GAGE12H
ENST00000381722.1	GAGE12E
ENST00000381811.2	AC098591.2
ENST00000381811.2	AC098591.1
ENST00000382086.6	RFPL3S
ENST00000382141.4	AL359736.1
ENST00000382141.4	SPATA13
ENST00000382243.5	AP000356.3
ENST00000382243.5	BCRP3
ENST00000382287.5	BPY2
ENST00000382287.5	BPY2C
ENST00000382392.5	BPY2
ENST00000382392.5	BPY2B
ENST00000382407.1	CDY1
ENST00000382407.1	CDY1B
ENST00000382431.8	DAZ3
ENST00000382431.8	DAZ2
ENST00000382549.8	C21orf59
ENST00000382549.8	CFAP298
ENST00000382575.1	DEFB109C
ENST00000382575.1	DEFB109B
ENST00000382639.7	RBMY1A1
ENST00000382639.7	RBMY1B
ENST00000382653.6	RBMY1A1
ENST00000382653.6	RBMY1D
ENST00000382658.5	RBMY1E
ENST00000382658.5	RBMY1D
ENST00000382659.6	RBMY1E
ENST00000382659.6	RBMY1D
ENST00000382688.8	C15orf52
ENST00000382688.8	CCDC9B
ENST00000382689.7	DEFA1B
ENST00000382689.7	DEFA1
ENST00000382707.6	RBMY1A1
ENST00000382707.6	RBMY1B
ENST00000382764.1	PRORY
ENST00000382852.1	HSFY2
ENST00000382852.1	HSFY1
ENST00000382867.4	CDY2A
ENST00000382867.4	CDY2B
ENST00000383020.7	RBMY1A1
ENST00000383020.7	RBMY1B
ENST00000383045.7	SEPTIN5
ENST00000383045.7	SEPT5
ENST00000383282.3	NPHP3
ENST00000383282.3	NPHP3-ACAD11
ENST00000389078.3	H2AJ
ENST00000389078.3	H2AFJ
ENST00000389447.9	FAM192A
ENST00000389447.9	PSME3IP1
ENST00000389560.6	EP400NL
ENST00000389560.6	EP400P1
ENST00000389690.7	C21orf33
ENST00000389690.7	GATD3A
ENST00000390159.3	C8orf44
ENST00000390289.2	IGLV5-52
ENST00000390289.2	BMS1P20
ENST00000390290.3	IGLV1-51
ENST00000390290.3	BMS1P20
ENST00000390389.3	TRBV23OR9-2
ENST00000390687.8	SNRPN
ENST00000390687.8	SNURF
ENST00000391496.1	OR2A1
ENST00000391496.1	OR2A42
ENST00000391973.6	SEPTIN2
ENST00000391973.6	SEPT2
ENST00000392153.7	HKR1
ENST00000392153.7	ZNF875
ENST00000392176.3	FAM106A
ENST00000392257.7	ALS2CR12
ENST00000392257.7	FLACC1
ENST00000392352.5	EP400NL
ENST00000392352.5	EP400P1
ENST00000392541.3	ATP5MC3
ENST00000392541.3	ATP5G3
ENST00000392558.4	RPS27
ENST00000392735.2	RPL22P19
ENST00000392735.2	AC093719.1
ENST00000393086.5	SEPTIN4
ENST00000393086.5	SEPT4
ENST00000393114.7	C7orf49
ENST00000393114.7	CYREN
ENST00000393283.5	RGPD6
ENST00000393283.5	RGPD5
ENST00000393807.9	GASK1B
ENST00000393807.9	FAM198B
ENST00000393832.7	GUCY1A3
ENST00000393832.7	GUCY1A1
ENST00000394035.6	C7orf43
ENST00000394035.6	TRAPPC14
ENST00000394071.6	ELMSAN1
ENST00000394071.6	MIDEAS
ENST00000394186.3	ATP5MF
ENST00000394186.3	ATP5J2
ENST00000394342.2	PROKR1
ENST00000394342.2	APLF
ENST00000394394.5	TMEM155
ENST00000394394.5	SMIM43
ENST00000394396.5	TMEM155
ENST00000394396.5	SMIM43
ENST00000394457.7	AHSA2
ENST00000394457.7	AHSA2P
ENST00000394613.3	PLA2G16
ENST00000394613.3	PLAAT3
ENST00000394615.2	HRASLS5
ENST00000394615.2	PLAAT5
ENST00000394714.6	KIAA1324L
ENST00000394714.6	ELAPOR2
ENST00000394777.8	SHOC1
ENST00000394777.8	C9orf84
ENST00000394779.7	SHOC1
ENST00000394779.7	C9orf84
ENST00000395109.6	SEPTIN5
ENST00000395109.6	SEPT5
ENST00000395249.5	ZNF365
ENST00000395251.5	ZNF365
ENST00000395554.7	IARS
ENST00000395554.7	IARS1
ENST00000395633.5	ATP5D
ENST00000395633.5	ATP5F1D
ENST00000395659.1	ATP5E
ENST00000395659.1	ATP5F1E
ENST00000395663.1	ATP5E
ENST00000395663.1	ATP5F1E
ENST00000395751.8	SREBF1
ENST00000395769.6	MARCHF8
ENST00000395769.6	MARCH8
ENST00000395788.3	SNHG32
ENST00000395788.3	C6orf48
ENST00000395789.5	SNHG32
ENST00000395789.5	C6orf48
ENST00000395853.5	MSH5
ENST00000395881.7	RTFDC1
ENST00000395881.7	RTF2
ENST00000395990.6	CFAP94
ENST00000395990.6	CASC1
ENST00000396158.6	CTAGE5
ENST00000396158.6	MIA2
ENST00000396165.8	CTAGE5
ENST00000396165.8	MIA2
ENST00000396272.7	TMEM2
ENST00000396272.7	CEMIP2
ENST00000396417.2	SEPTIN3
ENST00000396417.2	SEPT3
ENST00000396425.7	SEPTIN3
ENST00000396425.7	SEPT3
ENST00000396426.7	SEPTIN3
ENST00000396426.7	SEPT3
ENST00000396617.7	MKL1
ENST00000396617.7	MRTFA
ENST00000396693.9	SEPT12
ENST00000396693.9	SEPTIN12
ENST00000396984.1	H2BC4
ENST00000396984.1	HIST1H2BC
ENST00000396994.3	ATP5PDP3
ENST00000396994.3	ATP5HP3
ENST00000397071.5	DHRS4L2
ENST00000397071.5	DHRS4
ENST00000397111.9	CARS
ENST00000397111.9	CARS1
ENST00000397143.3	DYNC2I1
ENST00000397143.3	WDR60
ENST00000397213.2	ATP5F1P3
ENST00000397213.2	ATP5PBP3
ENST00000397269.7	FBXO18
ENST00000397269.7	FBH1
ENST00000397288.2	ATP5F1P4
ENST00000397288.2	ATP5PBP4
ENST00000397454.2	CFAP251
ENST00000397454.2	WDR66
ENST00000397536.6	C15orf52
ENST00000397536.6	CCDC9B
ENST00000397578.7	KIAA1551
ENST00000397578.7	RESF1
ENST00000397703.6	AC107959.4
ENST00000397703.6	TNFRSF10C
ENST00000397714.6	SEPT10
ENST00000397714.6	SEPTIN10
ENST00000397755.2	ZNF788P
ENST00000397755.2	ZNF788
ENST00000397829.8	TCP10L3
ENST00000397829.8	TCP10
ENST00000397835.4	C5orf38
ENST00000397881.7	C19orf66
ENST00000397881.7	SHFL
ENST00000397916.1	TSPEAR
ENST00000397956.7	C21orf2
ENST00000397956.7	CFAP410
ENST00000397996.6	SERPINB10
ENST00000397996.6	SERPINB2
ENST00000398092.4	ARF3
ENST00000398092.4	AC073610.3
ENST00000398106.6	FAM153C
ENST00000398106.6	FAM153CP
ENST00000398130.6	KIAA1468
ENST00000398130.6	RELCH
ENST00000398132.1	CRYAA2
ENST00000398132.1	CRYAA
ENST00000398133.5	CRYAA2
ENST00000398133.5	CRYAA
ENST00000398143.2	ATP5F1P2
ENST00000398143.2	ATP5PBP2
ENST00000398165.7	CBS
ENST00000398165.7	CBSL
ENST00000398168.5	CBS
ENST00000398168.5	CBSL
ENST00000398193.8	RGPD2
ENST00000398193.8	RGPD1
ENST00000398276.6	KIAA1324L
ENST00000398276.6	ELAPOR2
ENST00000398333.7	C15orf38-AP3S2
ENST00000398333.7	ARPIN-AP3S2
ENST00000398682.4	TP53TG3B
ENST00000398682.4	TP53TG3
ENST00000398753.5	WRB
ENST00000398753.5	GET1
ENST00000398859.4	CDIPTOSP
ENST00000398859.4	CDIPT-AS1
ENST00000398921.6	SEPT7P2
ENST00000398921.6	SEPTIN7P2
ENST00000398922.6	METTL12
ENST00000398922.6	CSKMT
ENST00000398948.5	DSCR4
ENST00000398998.1	DSCR3
ENST00000398998.1	VPS26C
ENST00000399000.7	DSCR3
ENST00000399000.7	VPS26C
ENST00000399001.5	DSCR3
ENST00000399001.5	VPS26C
ENST00000399012.6	PLCXD1
ENST00000399034.7	SEPT7
ENST00000399034.7	SEPTIN7
ENST00000399035.7	SEPT7
ENST00000399035.7	SEPTIN7
ENST00000399151.3	DOPEY2
ENST00000399151.3	DOP1B
ENST00000399292.7	SMIM11A
ENST00000399292.7	SMIM11B
ENST00000399295.2	SMIM11A
ENST00000399295.2	SMIM11B
ENST00000399299.5	SMIM11A
ENST00000399299.5	SMIM11B
ENST00000399310.3	CRPPA
ENST00000399310.3	ISPD
ENST00000399538.2	BX547991.1
ENST00000399538.2	DUSP8P4
ENST00000399571.2	AL731733.1
ENST00000399571.2	DUSP8P3
ENST00000399766.7	TMEM57
ENST00000399766.7	MACO1
ENST00000399815.2	IFITM1
ENST00000399815.2	IFITM2
ENST00000400069.7	TRMT9B
ENST00000400069.7	KIAA1456
ENST00000400087.7	ATP5PF
ENST00000400087.7	ATP5J
ENST00000400090.7	ATP5PF
ENST00000400090.7	ATP5J
ENST00000400093.3	ATP5PF
ENST00000400093.3	ATP5J
ENST00000400094.5	ATP5PF
ENST00000400094.5	ATP5J
ENST00000400099.5	ATP5PF
ENST00000400099.5	ATP5J
ENST00000400125.6	SPAG11B
ENST00000400125.6	SPAG11A
ENST00000400206.7	Z98749.3
ENST00000400206.7	TPTEP2-CSNK1E
ENST00000400291.2	DIPK1C
ENST00000400291.2	FAM69C
ENST00000400311.3	AL445238.1
ENST00000400311.3	OR7E104P
ENST00000400477.7	DSCR8
ENST00000400493.6	DAZ3
ENST00000400493.6	DAZ2
ENST00000400548.6	SLC66A1
ENST00000400548.6	PQLC2
ENST00000400562.1	AF130351.1
ENST00000400562.1	SAMSN1
ENST00000400706.3	WASH8P
ENST00000400706.3	AC215219.1
ENST00000400968.6	RO60
ENST00000400968.6	TROVE2
ENST00000400991.6	C1orf61
ENST00000400991.6	MIR9-1HG
ENST00000401004.2	HIST2H3DP1
ENST00000401004.2	H3P4
ENST00000401050.7	SHISAL2A
ENST00000401050.7	FAM159A
ENST00000401483.2	RPL22P12
ENST00000401483.2	AC226101.1
ENST00000401641.2	FAM240C
ENST00000401641.2	AC131097.2
ENST00000401979.6	FAM49B
ENST00000401979.6	CYRIB
ENST00000401990.5	SEPTIN2
ENST00000401990.5	SEPT2
ENST00000402092.6	SEPTIN2
ENST00000402092.6	SEPT2
ENST00000402357.5	TAFA5
ENST00000402357.5	FAM19A5
ENST00000402361.5	SLC66A3
ENST00000402361.5	PQLC3
ENST00000402383.3	AL356534.1
ENST00000402383.3	VIM2P
ENST00000402465.8	AC092111.3
ENST00000402465.8	ZNF705A
ENST00000402607.2	AL356057.3
ENST00000402607.2	AL356057.2
ENST00000402630.5	MKL1
ENST00000402630.5	MRTFA
ENST00000402768.1	ATP5PBP6
ENST00000402768.1	ATP5F1P6
ENST00000402775.6	MAB21L4
ENST00000402775.6	C2orf54
ENST00000402785.2	LRP5L
ENST00000402825.7	EEF1AKMT4-ECE2
ENST00000402825.7	ECE2
ENST00000402839.1	AL591034.2
ENST00000402839.1	AL591034.1
ENST00000402902.1	NUFIP1P1
ENST00000402902.1	NUFIP1P
ENST00000403107.5	RSPH10B
ENST00000403107.5	RSPH10B2
ENST00000403332.2	BMPR1APS1
ENST00000403332.2	BMPR1AP1
ENST00000403683.1	HIST2H3A
ENST00000403683.1	H3C14
ENST00000403865.2	MAPK6PS3
ENST00000403865.2	MAPK6P3
ENST00000403958.1	AL033519.2
ENST00000403958.1	AL033519.3
ENST00000404031.5	FAM240C
ENST00000404031.5	AC131097.2
ENST00000404077.5	RSPH10B
ENST00000404077.5	RSPH10B2
ENST00000404286.6	MFSD7
ENST00000404286.6	SLC49A3
ENST00000404406.5	RSPH10B
ENST00000404406.5	RSPH10B2
ENST00000404462.1	AL035555.1
ENST00000404462.1	AL035555.2
ENST00000405148.6	ALS2CR12
ENST00000405148.6	FLACC1
ENST00000405204.6	MTRES1
ENST00000405204.6	C6orf203
ENST00000405415.5	RSPH10B
ENST00000405415.5	RSPH10B2
ENST00000405679.3	GAGE12E
ENST00000405679.3	GAGE12D
ENST00000406029.5	SEPTIN3
ENST00000406029.5	SEPT3
ENST00000406053.5	GPR75-ASB3
ENST00000406053.5	ASB3
ENST00000406172.6	SEPTIN5
ENST00000406172.6	SEPT5
ENST00000406334.3	WDR92
ENST00000406334.3	AC017083.3
ENST00000406395.5	SEPTIN5
ENST00000406395.5	SEPT5
ENST00000406434.5	FAM49A
ENST00000406434.5	CYRIA
ENST00000406683.2	HIST1H2APS1
ENST00000406683.2	H2AC2P
ENST00000406880.1	TAFA5
ENST00000406880.1	FAM19A5
ENST00000407017.5	SEPTIN2
ENST00000407017.5	SEPT2
ENST00000407031.2	AL353692.3
ENST00000407031.2	AL353692.2
ENST00000407040.1	MRM2
ENST00000407054.1	AL353692.2
ENST00000407054.1	RPL22P14
ENST00000407266.1	AL033519.2
ENST00000407266.1	AL033519.1
ENST00000407361.7	EP400NL
ENST00000407361.7	EP400P1
ENST00000407491.6	TPTEP2
ENST00000407491.6	Z98749.2
ENST00000407712.1	CBLB
ENST00000407797.6	C5orf56
ENST00000407797.6	IRF1-AS1
ENST00000407970.7	ITPRID1
ENST00000407970.7	CCDC129
ENST00000407971.5	SEPTIN2
ENST00000407971.5	SEPT2
ENST00000407981.6	MTARC1
ENST00000407981.6	MARC1
ENST00000408950.3	DENND10P1
ENST00000408950.3	FAM45BP
ENST00000409001.5	ITPRID2
ENST00000409001.5	SSFA2
ENST00000409035.1	AC008764.1
ENST00000409035.1	MED26
ENST00000409074.6	APOPT1
ENST00000409074.6	COA8
ENST00000409136.5	ITPRID2
ENST00000409136.5	SSFA2
ENST00000409166.5	CCN6
ENST00000409166.5	WISP3
ENST00000409186.1	PCDH20
ENST00000409186.1	AL592490.1
ENST00000409194.5	ATP5MC3
ENST00000409194.5	ATP5G3
ENST00000409210.1	ITPRID1
ENST00000409210.1	CCDC129
ENST00000409230.5	SNORC
ENST00000409230.5	C2orf82
ENST00000409259.1	AC013269.1
ENST00000409259.1	PRSS40A
ENST00000409310.6	PLGLB1
ENST00000409310.6	PLGLB2
ENST00000409392.5	FAM166C
ENST00000409392.5	C2orf70
ENST00000409530.5	SHANK2
ENST00000409533.5	SNORC
ENST00000409533.5	C2orf82
ENST00000409560.1	MAGEA2
ENST00000409560.1	MAGEA2B
ENST00000409591.5	MARCHF7
ENST00000409591.5	MARCH7
ENST00000409691.1	LY6G5B
ENST00000409691.1	AL662899.2
ENST00000409717.5	ITPRID1
ENST00000409717.5	CCDC129
ENST00000409793.5	TISP43
ENST00000409793.5	PRSS40B
ENST00000409795.5	PLGLB1
ENST00000409795.5	PLGLB2
ENST00000409801.5	PLGLB1
ENST00000409801.5	PLGLB2
ENST00000409944.5	C2orf40
ENST00000409944.5	ECRG4
ENST00000409962.1	ABCG5
ENST00000409982.1	TISP43
ENST00000409982.1	PRSS40A
ENST00000410002.7	NUP42
ENST00000410002.7	NUPL2
ENST00000410042.1	MRPL30
ENST00000410042.1	AC092587.1
ENST00000410073.1	AHSA2
ENST00000410073.1	AHSA2P
ENST00000410086.3	PLGLB1
ENST00000410086.3	PLGLB2
ENST00000411469.1	SEPT10
ENST00000411469.1	SEPTIN10
ENST00000411484.5	SEPTIN2
ENST00000411484.5	SEPT2
ENST00000411576.2	AC087499.5
ENST00000411576.2	AC087499.6
ENST00000411676.6	NARS
ENST00000411676.6	NARS1
ENST00000411687.1	UBE2E4P
ENST00000411687.1	AC002524.1
ENST00000411939.5	AAED1
ENST00000411939.5	PRXL2C
ENST00000411951.1	PGBP
ENST00000411951.1	PGCP1
ENST00000411980.1	ATP5BP1
ENST00000411980.1	ATP5F1BP1
ENST00000412071.1	FTH1P18
ENST00000412071.1	FTHL18
ENST00000412169.1	H2BP1
ENST00000412169.1	HIST2H2BA
ENST00000412270.1	FAM212B
ENST00000412270.1	AL049557.1
ENST00000412284.1	BAATP1
ENST00000412284.1	ACNATP
ENST00000412290.6	CSF2RA
ENST00000412306.1	FAM46A
ENST00000412306.1	TENT5A
ENST00000412323.1	ATP5F1AP2
ENST00000412323.1	ATP5A1P2
ENST00000412374.2	AC010385.1
ENST00000412374.2	LSP1P3
ENST00000412423.8	IQCJ-SCHIP1
ENST00000412423.8	SCHIP1
ENST00000412516.7	DHRSX
ENST00000412523.3	FAM187A
ENST00000412523.3	CCDC103
ENST00000412541.5	FAM234A
ENST00000412541.5	ARHGDIG
ENST00000412544.5	SEPTIN5
ENST00000412544.5	SEPT5
ENST00000412590.6	SSX6
ENST00000412590.6	SSX6P
ENST00000412609.5	LGALS17A
ENST00000412609.5	AC005515.1
ENST00000412694.3	PMS2P7
ENST00000412694.3	AC211486.3
ENST00000412911.5	STX16
ENST00000412911.5	STX16-NPEPL1
ENST00000412936.6	AMD1P2
ENST00000412945.7	SEPTIN4
ENST00000412945.7	SEPT4
ENST00000412982.5	SPEG
ENST00000412982.5	SPEGNB
ENST00000412988.6	AC005324.4
ENST00000412988.6	ZNF286A
ENST00000412994.1	AC073464.1
ENST00000412994.1	AC073464.2
ENST00000413016.5	AK1
ENST00000413192.1	NBPF18P
ENST00000413192.1	AL450992.3
ENST00000413242.6	AC005324.4
ENST00000413242.6	ZNF286A
ENST00000413258.1	SEPTIN5
ENST00000413258.1	SEPT5
ENST00000413293.1	AC245060.4
ENST00000413293.1	BMS1P20
ENST00000413308.1	SEPTIN7P8
ENST00000413308.1	SEPT7P8
ENST00000413357.1	SEPT7P2
ENST00000413357.1	SEPTIN7P2
ENST00000413420.5	PALM2-AKAP2
ENST00000413420.5	PALM2AKAP2
ENST00000413661.1	BMS1P17
ENST00000413661.1	BMS1P18
ENST00000413683.5	ACSL6
ENST00000413683.5	AC026398.1
ENST00000413694.2	AL136133.1
ENST00000413694.2	RPL22P24
ENST00000413749.2	IPO11
ENST00000413749.2	LRRC70
ENST00000413834.5	ATP5J2-PTCD1
ENST00000413834.5	ATP5MF-PTCD1
ENST00000413875.5	SEPT7P2
ENST00000413875.5	SEPTIN7P2
ENST00000413919.1	NUP42
ENST00000413919.1	NUPL2
ENST00000414062.5	ATP5MF
ENST00000414062.5	ATP5J2
ENST00000414262.6	C14orf2
ENST00000414262.6	ATP5MJ
ENST00000414292.5	STAG3L5P
ENST00000414292.5	STAG3L5P-PVRIG2P-PILRB
ENST00000414313.2	ATP5HP4
ENST00000414313.2	ATP5PDP4
ENST00000414369.2	GPR75-ASB3
ENST00000414369.2	ASB3
ENST00000414371.6	FAM122C
ENST00000414371.6	PABIR3
ENST00000414416.2	LINC00116
ENST00000414416.2	MTLN
ENST00000414493.1	IQCF4P
ENST00000414493.1	IQCF4
ENST00000414499.1	MAB21L4
ENST00000414499.1	C2orf54
ENST00000414513.7	CD99P1
ENST00000414533.5	QARS1
ENST00000414533.5	QARS
ENST00000414579.2	Z95327.1
ENST00000414579.2	Z95327.2
ENST00000414594.5	SEPT8
ENST00000414594.5	SEPTIN8
ENST00000414595.1	TISP43
ENST00000414595.1	PRSS40A
